8435.384891584225,19844.971714480347,9280.754166450359
8454.79801620397,19938.160047025955,6900.917043258273
8481.373967292613,20032.945708053405,8089.239211525235
8458.775208644272,19935.558299066717,10380.947442046368
8469.280401293094,19982.918141752543,9317.65330171404
3622.182085515772,4139.030589749318,1613.1762401623128
3775.808741133393,4356.142137036252,1639.5918723348857
3778.513534561174,4357.610395924492,1639.4307663089066
3779.577850367783,4361.153316586765,1639.4721626502271
3778.2311671677844,4360.234686636817,1639.7753890329946
4419.888467854529,5105.608336520523,1904.0917432408626
